meeting_title,source_url,text_snippet
County Council Budget Meeting Minutes 29th November 2021,https://www.wexfordcoco.ie/sites/default/files/content/Environment/BiodiversityComm/County-Council-Budget-Meeting-29.11.21-Minutes.pdf,"unanimously,  the  Council  resolved  to  apply  commercial  rates  relief  on  vacant"
County Council Budget Meeting Minutes 29th November 2021,https://www.wexfordcoco.ie/sites/default/files/content/Environment/BiodiversityComm/County-Council-Budget-Meeting-29.11.21-Minutes.pdf,"unanimously,  the  Council  resolved  to  adopt  the  draft  Budget  2022  without"
County Council Budget Meeting Minutes 29th November 2021,https://www.wexfordcoco.ie/sites/default/files/content/Environment/BiodiversityComm/County-Council-Budget-Meeting-29.11.21-Minutes.pdf,"unanimously,  the  Council  resolved  to  determine  at  0.246  the  annual  rate  on"
County Council Meeting Minutes 8th November 2021 (4.30pm),https://www.wexfordcoco.ie/sites/default/files/content/Environment/BiodiversityComm/County-Council-Meeting-8.11.21-4.30PM-Minutes.pdf,"Following discussion, it was agreed that the Motion be amended as follows:"
County Council Meeting Minutes 8th November 2021 (4.30pm),https://www.wexfordcoco.ie/sites/default/files/content/Environment/BiodiversityComm/County-Council-Meeting-8.11.21-4.30PM-Minutes.pdf,"Following discussion, it was agreed to send this Motion to the Transportation &"
County Council Meeting Minutes 8th November 2021 (4.30pm),https://www.wexfordcoco.ie/sites/default/files/content/Environment/BiodiversityComm/County-Council-Meeting-8.11.21-4.30PM-Minutes.pdf,It was agreed that the Council would write to the HSE to ask for a representative to
County Council Meeting Minutes 8th November 2021 (4.30pm),https://www.wexfordcoco.ie/sites/default/files/content/Environment/BiodiversityComm/County-Council-Meeting-8.11.21-4.30PM-Minutes.pdf,It was agreed that the Council would write to the HSE to ask that action be taken to
County Council Meeting Minutes 8th November 2021 (4.30pm),https://www.wexfordcoco.ie/sites/default/files/content/Environment/BiodiversityComm/County-Council-Meeting-8.11.21-4.30PM-Minutes.pdf,It was agreed to write to Eirgrid to urge the implementation of the necessary
County Council Meeting Minutes 8th November 2021 (2.30pm),https://www.wexfordcoco.ie/sites/default/files/content/Environment/BiodiversityComm/County-Council-Meeting-8.11.21-2.30pm-Minutes.pdf,attend. It was agreed to so amend the Minutes.
County Council Meeting Minutes 8th November 2021 (2.30pm),https://www.wexfordcoco.ie/sites/default/files/content/Environment/BiodiversityComm/County-Council-Meeting-8.11.21-2.30pm-Minutes.pdf,unanimously resolved to lease the land in question in accordance with the terms of
County Council Meeting Minutes 8th November 2021 (2.30pm),https://www.wexfordcoco.ie/sites/default/files/content/Environment/BiodiversityComm/County-Council-Meeting-8.11.21-2.30pm-Minutes.pdf,resolved to adopt the draft 2021 New Ross Port Pilotage Bye-Laws  as circulated.
County Council Meeting Minutes 8th November 2021 (2.30pm),https://www.wexfordcoco.ie/sites/default/files/content/Environment/BiodiversityComm/County-Council-Meeting-8.11.21-2.30pm-Minutes.pdf,It was agreed that a report would be brought to the Council outlining details of the costs
County Council Meeting Minutes 8th November 2021 (2.30pm),https://www.wexfordcoco.ie/sites/default/files/content/Environment/BiodiversityComm/County-Council-Meeting-8.11.21-2.30pm-Minutes.pdf,resolved to enter into an agreement with Kilkenny County Council under Section 85 of the
County Council Meeting Minutes 11th October 2021,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-11.10.21-Minutes.pdf,It was agreed that the following resolution appropriately reflected the decision of the
County Council Meeting Minutes 11th October 2021,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-11.10.21-Minutes.pdf,"seconded  by  Cllr.  K.  Codd  Nolan,  unanimously  approved  borrowing  by way  of  temporary"
County Council Meeting Minutes 11th October 2021,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-11.10.21-Minutes.pdf,approved the nominations as recommended
County Council Meeting Minutes 11th October 2021,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-11.10.21-Minutes.pdf,It was agreed to defer consideration of CCTV proposals in respect of Bunclody to allow these
County Council Meeting Minutes 11th October 2021,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-11.10.21-Minutes.pdf,Members  approved  the  proposal  to  expand  Wexford  Community  CCTV  Scheme  and
County Council Meeting Minutes 13th September 2021,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-13.9.21-Minutes.pdf,the Council resolved to adopt the above Minutes.
County Council Meeting Minutes 13th September 2021,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-13.9.21-Minutes.pdf,the Council resolved to dispose of the above property in accordance with the terms
County Council Meeting Minutes 13th September 2021,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-13.9.21-Minutes.pdf,Council resolved that the proposed development should proceed in accordance with
County Council Meeting Minutes 13th September 2021,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-13.9.21-Minutes.pdf,Council resolved that the proposed development should proceed in accordance with
County Council Meeting Minutes 13th September 2021,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-13.9.21-Minutes.pdf,resolved  that  the  proposed  development  should  proceed  in  accordance  with  the
Special (Planning) Meeting Minutes 6th September 2021 (2.30pm),https://www.wexfordcoco.ie/sites/default/files/content/Special-Planning-Meeting-06.09.21-Minutes-2.30pm_2.pdf,It was agreed to take the following two Motions as a single Motion:
Special (Planning) Meeting Minutes 6th September 2021 (2.30pm),https://www.wexfordcoco.ie/sites/default/files/content/Special-Planning-Meeting-06.09.21-Minutes-2.30pm_2.pdf,"Following discussion, it was agreed to amend the Motion as follows:"
Special (Planning) Meeting Minutes 6th September 2021 (2.30pm),https://www.wexfordcoco.ie/sites/default/files/content/Special-Planning-Meeting-06.09.21-Minutes-2.30pm_2.pdf,"Following discussion, it was agreed to postpone consideration of the Motion until later in"
Special (Planning) Meeting Minutes 6th September 2021 (2.30pm),https://www.wexfordcoco.ie/sites/default/files/content/Special-Planning-Meeting-06.09.21-Minutes-2.30pm_2.pdf,"Following discussion, it was agreed to amend the Motion to read as follows:"
Special (Planning) Meeting Minutes 6th September 2021 (2.30pm),https://www.wexfordcoco.ie/sites/default/files/content/Special-Planning-Meeting-06.09.21-Minutes-2.30pm_2.pdf,"Following discussion, it was agreed to amend the Motion to read as follows:"
Special (Planning) Meeting Minutes 6th September (5.15pm),https://www.wexfordcoco.ie/sites/default/files/content/Special-Planning-Meeting-06.09.21-Minutes-5.15pm_0.pdf,"discussion, it was agreed to amend the Motion as follows:"
County Council Meeting Minutes 12th July 2021,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/County-Council-Meeting-12.07.21-Minutes.pdf,resolved to adopt the above Minutes.
County Council Meeting Minutes 12th July 2021,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/County-Council-Meeting-12.07.21-Minutes.pdf,unanimously approved.
County Council Meeting Minutes 12th July 2021,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/County-Council-Meeting-12.07.21-Minutes.pdf,"This proposal was approved by the members on the proposal of Cllr J Sullivan, seconded by Cllr M"
County Council Meeting Minutes 12th July 2021,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/County-Council-Meeting-12.07.21-Minutes.pdf,"This proposal was approved by the members on the proposal of Cllr G Lawlor, seconded by Cllr J"
County Council Meeting Minutes 12th July 2021,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/County-Council-Meeting-12.07.21-Minutes.pdf,On the proposal of Cllr Pip Breen and seconded by Cllr J Hegarty it was agreed to proceed with the
Special County Council Meeting Minutes 14th June 2021,https://www.wexfordcoco.ie/sites/default/files/content/Special-Planning-Meeting-14.06.21-Minutes.pdf,scheme and the approved
Special County Council Meeting Minutes 14th June 2021,https://www.wexfordcoco.ie/sites/default/files/content/Special-Planning-Meeting-14.06.21-Minutes.pdf,It was agreed that the issue of proposals by the Minister to extend the period of time in
County Council Meeting Minutes 14th June 2021,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-14.06.21-Minutes.pdf,the Council resolved to adopt the above Minutes.
County Council Meeting Minutes 14th June 2021,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-14.06.21-Minutes.pdf,Council resolved to adopt the above Minutes.
County Council Meeting Minutes 14th June 2021,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-14.06.21-Minutes.pdf,Council resolved to adopt the above Minutes.
County Council Meeting Minutes 14th June 2021,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-14.06.21-Minutes.pdf,Council resolved to require that a decision to grant permission be made.
County Council Meeting Minutes 14th June 2021,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-14.06.21-Minutes.pdf,the Council resolved to adopt the above Minutes
County Council Meeting Minutes 10th May 2021,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-10.05.2021-Minutes.pdf,the Council resolved to adopt the above Minutes.
County Council Meeting Minutes 10th May 2021,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-10.05.2021-Minutes.pdf,the Council resolved to adopt the above Minutes.
County Council Meeting Minutes 10th May 2021,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-10.05.2021-Minutes.pdf,resolved to ratify the nomination by the IFA of Mr. Tom Doyle as Agriculture/Farming
County Council Meeting Minutes 10th May 2021,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-10.05.2021-Minutes.pdf,"proposal of Cllr. P. Barden, seconded by Cllr. J. Codd and agreed by all the Council resolved"
County Council Meeting Minutes 10th May 2021,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-10.05.2021-Minutes.pdf,the Council resolved to approve the application of Wexford County Council to An Garda
County Council Meeting Minutes (Special Planning) 26th April 2021,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Special-Planning-Meeting-26.04.21-Minutes.pdf,consider same. It was proposed that independent expert planning advice be funded
County Council Meeting Minutes (Special Planning) 26th April 2021,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Special-Planning-Meeting-26.04.21-Minutes.pdf,"Following discussion in relation to the last point above, it was agreed that the Council would meet"
County Council Meeting 12th April 2021 Minutes,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-12.04.21-Minutes.pdf,"On the proposal of Cllr. J. Fleming, seconded by Cllr. G. Lawlor the Council resolved"
County Council Meeting 12th April 2021 Minutes,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-12.04.21-Minutes.pdf,was resolved to dispose of the above lands in accordance with the terms of the
County Council Meeting 12th April 2021 Minutes,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-12.04.21-Minutes.pdf,it was resolved to lease the above lands in accordance with the terms of the Section
County Council Meeting 12th April 2021 Minutes,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-12.04.21-Minutes.pdf,"all, it was resolved to enter into Section 85 Agreements with Tipperary County Council and"
County Council Meeting 12th April 2021 Minutes,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-12.04.21-Minutes.pdf,It was agreed to hold a Special Meeting of Wexford County Council on Monday 26 April to
County Council Meeting Minutes 8th March 2021,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-08.03.21-Minutes_0.pdf,"On the proposal of Cllr. G. Lawlor, seconded by Cllr. P. Breen the Council resolved to"
County Council Meeting Minutes 8th March 2021,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-08.03.21-Minutes_0.pdf,"On the proposal of Cllr. G. Lawlor, seconded by Cllr. P. Breen the Council resolved to"
County Council Meeting Minutes 8th March 2021,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-08.03.21-Minutes_0.pdf,"On the proposal of Cllr. M. Sheehan, seconded by Cllr. D. Hynes the Council resolved to"
County Council Meeting Minutes 8th March 2021,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-08.03.21-Minutes_0.pdf,"On the proposal of Cllr. BA Murphy, seconded by Cllr. M. Whelan, the Council resolved to"
County Council Meeting Minutes 8th March 2021,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-08.03.21-Minutes_0.pdf,"Cllr. G. Lawlor, seconded by Cllr. J. Moore, the Council resolved to approve the borrowing"
Special County Council Meeting 22nd February 2021 Minutes,https://www.wexfordcoco.ie/sites/default/files/content/Special-County-Council-Meeting-22.02.21-Minutes.pdf,  Addition of further contractors to the panel of approved housing repair contractors
Special County Council Meeting 22nd February 2021 Minutes,https://www.wexfordcoco.ie/sites/default/files/content/Special-County-Council-Meeting-22.02.21-Minutes.pdf,  Opportunities  for cooperation between private developers and Approved Housing Bodies
County Council Meeting 8th February 2021 Minutes,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-08.02.21-Minutes.pdf,"On the proposal of Cllr. G. Lawlor, seconded by Cllr. J. Codd the Council resolved to"
County Council Meeting 8th February 2021 Minutes,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-08.02.21-Minutes.pdf,"On the proposal of Cllr. G. Lawlor seconded by Cllr. L. Kelly, the Council resolved"
County Council Meeting 8th February 2021 Minutes,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-08.02.21-Minutes.pdf,"On the proposal of Cllr. G. Lawlor seconded by Cllr. L. Kelly, the Council resolved"
County Council Meeting 8th February 2021 Minutes,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-08.02.21-Minutes.pdf,"On  the  proposal  of  Cllr.  O.  Walsh  seconded  by  Cllr.  M.  Farrell,  the  Council  resolved"
County Council Meeting 8th February 2021 Minutes,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-08.02.21-Minutes.pdf,It was agreed that the Members will be informed whenever the Cold Weather Initiative is
County Council Meeting 11.01.21 Minutes,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-11.01.21-Minutes.pdf,unanimously the Council resolved to adopt the above Minutes.
County Council Meeting 11.01.21 Minutes,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-11.01.21-Minutes.pdf,It was agreed that existing arrangements as set out in
County Council Meeting 11.01.21 Minutes,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-11.01.21-Minutes.pdf,It was agreed that the expanded CPG Covid-19 Committee
County Council Meeting 11.01.21 Minutes,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-11.01.21-Minutes.pdf,On the proposal of Cllr. G. Lawlor seconded by Cllr. J. Hegarty the Council  resolved
County Council Meeting 11.01.21 Minutes,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-11.01.21-Minutes.pdf,On the proposal of Cllr. J. Sullivan seconded by Cllr.  P. Breen the Council resolved
County Council Meeting 14.12.20 Minutes,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-14.12.20-Minutes.pdf,Council resolved to adopt each of the above Minutes.
County Council Meeting 14.12.20 Minutes,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-14.12.20-Minutes.pdf,It was agreed that the Council would obtain legal advice to clarify if the Council’s  Standing
County Council Meeting 14.12.20 Minutes,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-14.12.20-Minutes.pdf,On the proposal of Cllr. J. Sullivan seconded by Cllr. P. Breen the Council   resolved
County Council Meeting 14.12.20 Minutes,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-14.12.20-Minutes.pdf,"On  the  proposal  of  Cllr.  J.  Sullivan,  seconded  by  Cllr.  D.  Kenny  the  Council  resolved  to"
County Council Meeting 14.12.20 Minutes,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-14.12.20-Minutes.pdf,"On  the  proposal  of  Cllr.  M.  Whelan,  seconded  by  Cllr.  J.  Sullivan  the  Council  resolved  to"
County Council Budget Meeting Minutes 30th November 2020,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Budget-Meeting-Minutes-30.11.20.pdf,"vote as noted below, the Council resolved as follows:"
County Council Meeting Minutes 9th November 2020,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-Minutes-09.11.2020.pdf,unanimously the Council resolved to adopt each of the above Minutes.
County Council Meeting Minutes 9th November 2020,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-Minutes-09.11.2020.pdf,unanimously  the  Council  resolved  to  amend  its  Standing  Orders  by  insertion  of
County Council Meeting Minutes 9th November 2020,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-Minutes-09.11.2020.pdf,resolved  to  dispose  of  the  above  property  in  accordance  with  the  Section  183
County Council Meeting Minutes 9th November 2020,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-Minutes-09.11.2020.pdf,"On the proposal of Cllr. M. Bell, seconded by  Cllr. D. Hynes the  Council resolved"
County Council Meeting Minutes 9th November 2020,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-Minutes-09.11.2020.pdf,resolved to approve the borrowing proposal as outlined above.
Final County Council Meeting Minutes 14 Sept 2020,https://www.wexfordcoco.ie/sites/default/files/content/Final-County-Council-Meeting-Minutes-14-Sept-2020.pdf,"would be ready in late February / March of 2021, a couple of weeks later than committed to"
Final County Council Meeting Minutes 14 Sept 2020,https://www.wexfordcoco.ie/sites/default/files/content/Final-County-Council-Meeting-Minutes-14-Sept-2020.pdf,"by Cllr. O’Rourke, the Members resolved to dispose of the lands in"
Final County Council Meeting Minutes 14 Sept 2020,https://www.wexfordcoco.ie/sites/default/files/content/Final-County-Council-Meeting-Minutes-14-Sept-2020.pdf,"by Cllr. O’Rourke, the Members resolved to lease the Courthouse  in accordance with the"
Final County Council Meeting Minutes 14 Sept 2020,https://www.wexfordcoco.ie/sites/default/files/content/Final-County-Council-Meeting-Minutes-14-Sept-2020.pdf,"by Cllr. O’Rourke, the Members resolved to dispose of the lands in accordance with the"
Final County Council Meeting Minutes 14 Sept 2020,https://www.wexfordcoco.ie/sites/default/files/content/Final-County-Council-Meeting-Minutes-14-Sept-2020.pdf,On the proposal of Cllr Barbara Anne Murphy and seconded by Cllr M Sheehan it was agreed
County Council Meeting 27.07.2020 Minutes,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-27.07.20-Minutes.pdf,"Murphy, seconded by Cllr. O’Rourke, the Members resolved to dispose of"
County Council Meeting 27.07.2020 Minutes,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-27.07.20-Minutes.pdf,Members  resolved  to  approve  an  increase  of  €8  million  in  borrowings  for  the
County Council Special Meeting 27.07.2020 Minutes,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Special-Meeting-27.07.20-Minutes.pdf,"Following the above discussion, it was agreed that the pre-draft Development Plan would"
County Council Special Meeting 05.08.2020 Minutes,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Special-Meeting-05.08.20-Minutes.pdf,"Following the above discussion, it was agreed that the pre-draft Development Plan would"
County Council Minutes 29th June 2020,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-Minutes-29.06.2020.pdf,"the  Members  resolved,  in  accordance  with  S.104  of  the  Local  Government  Act"
County Council Minutes 29th June 2020,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-Minutes-29.06.2020.pdf,"Murphy, the Members resolved to approve an increase in the Council’s"
County Council Minutes 29th June 2020,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-Minutes-29.06.2020.pdf,the Members resolved to approve borrowing by the Council of:
County Council Minutes 29th June 2020,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-Minutes-29.06.2020.pdf,"was noted that in 2018, the Council had resolved to dispose of the property, but that"
County Council Minutes 29th June 2020,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-Minutes-29.06.2020.pdf,Council resolved to  amend  the  Record  of  Protected  Structures  to  include  Famine
County Council Minutes 9th March 2020,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/County-Council-Meeting-Minutes-09.03.2020.pdf,"Council approved the minutes of the Special Council meeting held on 14th February, 2020."
County Council Minutes 9th March 2020,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/County-Council-Meeting-Minutes-09.03.2020.pdf,"Council approved the minutes of the Council meeting held on 14th February, 2020."
County Council Minutes 9th March 2020,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/County-Council-Meeting-Minutes-09.03.2020.pdf,Quarter 4 Report to 31st December 2019 was approved.
County Council Minutes 9th March 2020,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/County-Council-Meeting-Minutes-09.03.2020.pdf,"minutes, as circulated, were taken en bloc, noted and approved."
County Council Minutes 9th March 2020,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/County-Council-Meeting-Minutes-09.03.2020.pdf,"seconded by Cllr. A. Bolger, and noted and approved by all."
Final County Council Minutes 14th February 2020,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/Final-County-Council-Meeting-Minutes-14.02.2020.pdf,"Council approved the minutes of the Special Council meeting held on 13th January, 2020."
Final County Council Minutes 14th February 2020,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/Final-County-Council-Meeting-Minutes-14.02.2020.pdf,"Council approved the minutes of the Council meeting held on 13th January, 2020."
Final County Council Minutes 14th February 2020,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/Final-County-Council-Meeting-Minutes-14.02.2020.pdf,"Council approved the minutes of the Special Council meeting held on 20th January, 2020."
Final County Council Minutes 14th February 2020,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/Final-County-Council-Meeting-Minutes-14.02.2020.pdf,"Mr. E. Hore, Director of Services advised the meeting that the proposal had been approved by"
Final County Council Minutes 14th February 2020,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/Final-County-Council-Meeting-Minutes-14.02.2020.pdf,Charter was approved by all.
County Council Minutes 13th January 2020,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/Final-County-Council-Meeting-Minutes-13.01.2020.pdf,Council approved the minutes of the Council meeting held on 9th December 2019.
County Council Minutes 13th January 2020,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/Final-County-Council-Meeting-Minutes-13.01.2020.pdf,"P. Breen, seconded by Cllr. J. Sullivan and agreed by all, it was agreed to defer the sending"
County Council Minutes 13th January 2020,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/Final-County-Council-Meeting-Minutes-13.01.2020.pdf,"minutes, as circulated, were noted and approved."
County Council Minutes 13th January 2020,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/Final-County-Council-Meeting-Minutes-13.01.2020.pdf,The Sealing of Documents as submitted to the meeting was noted and approved.
County Council Minutes 13th January 2020,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/Final-County-Council-Meeting-Minutes-13.01.2020.pdf,As Cllr. Tom Forde had left the meeting it was agreed to defer his motion to the February
Final County Council Meeting 9th December 2019,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/Final-County-Council-Meeting-09-12-19.pdf,approved the minutes of the meeting as outlined above.
Final County Council Meeting 9th December 2019,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/Final-County-Council-Meeting-09-12-19.pdf,approved the minutes of the meeting as outlined above.
Final County Council Meeting 9th December 2019,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/Final-County-Council-Meeting-09-12-19.pdf,"  On the proposal of Cllr. J. Moore, seconded by Cllr. G. Carthy, it was agreed that the"
Final County Council Meeting 9th December 2019,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/Final-County-Council-Meeting-09-12-19.pdf,approved the Audited Annual Financial Statement 2018 and Statutory Audit Report.
Final County Council Meeting 9th December 2019,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/Final-County-Council-Meeting-09-12-19.pdf,"Enniscorthy.  On her proposal, seconded by Cllr. J. Hegarty, it was agreed that the Council invite"
Final Statutory Budget Meeting 25th November 2019,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/Final-Statutory-Budget-Meeting-25.11.19.pdf,On  the  proposal  of  Cllr.  J.  Fleming  seconded  by  Cllr.  W.  Kavanagh  the  Members  resolved  to
County Council Meeting 11th November 2019,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/County-Council-Meeting-11.11.19_0.pdf,Council approved the minutes of the meeting as outlined above.
County Council Meeting 11th November 2019,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/County-Council-Meeting-11.11.19_0.pdf,approved the minutes of the meeting as outlined above.
County Council Meeting 11th November 2019,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/County-Council-Meeting-11.11.19_0.pdf,On the proposal of Cllr. D. Devereux seconded by Cllr. M. Bell the Members approved the Annual
County Council Meeting 11th November 2019,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/County-Council-Meeting-11.11.19_0.pdf,the Minutes outlined above were noted and approved.
County Council Meeting 11th November 2019,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/County-Council-Meeting-11.11.19_0.pdf,The Sealing of Documents as submitted to the meeting was noted and approved.
Final County Council Meeting 14th October 2019,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/Final-County-Council-Meeting-14-10-19.pdf,approved the minutes of the meeting as outlined above.
Final County Council Meeting 14th October 2019,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/Final-County-Council-Meeting-14-10-19.pdf,approved the minutes of the meeting as outlined above.
Final County Council Meeting 14th October 2019,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/Final-County-Council-Meeting-14-10-19.pdf,approved the minutes of the meeting as outlined above.
Final County Council Meeting 14th October 2019,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/Final-County-Council-Meeting-14-10-19.pdf,approved the minutes of the meeting as outlined above.
Final County Council Meeting 14th October 2019,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/Final-County-Council-Meeting-14-10-19.pdf,Following discussion it was agreed that all Members would submit forms to the County Secretary
Final Special County Council Meeting 9th September 2019,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/Final-Special-County-Council-Meeting-09-09-19.pdf,to stand up against the meat companies.  He likened this to a war and that if it was not resolved
County Council Meeting 9th September 2019 as amended,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/County-Council-Meeting-09-09-19-as-amended.pdf,approved the minutes of the meeting as outlined above.
County Council Meeting 9th September 2019 as amended,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/County-Council-Meeting-09-09-19-as-amended.pdf,Following a vote it was agreed by all Members present to increase the LPT by 10% with Cllr. O’
County Council Meeting 9th September 2019 as amended,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/County-Council-Meeting-09-09-19-as-amended.pdf,"€1,422,084 was approved by the Members."
